Category,Custom Name,ASIN,Country Code,Product Title,Product Review URL,Review Rating,Review Date,Reviewer URL,Reviewer Name,Reviewer ID,Review Title,Review Text,Verified Review,Variation ASIN,Deleted,Colour,Size name
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R2L3LSE49GK7MH,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGTOAFCNHZNXQZ5PKGYG7UD6YIYA,gaming b.,AGTOAFCNHZNXQZ5PKGYG7UD6YIYA,Satisfied,Osm product,Yes,B07X4PXKZQ,Not Deleted,Gamma Green,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R65KQ1DXNUJW,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGFWP6SSVJQJQ75WZOT7F2XGBFXA,Rakesh Kumar gurjar,AGFWP6SSVJQJQ75WZOT7F2XGBFXA,Nice,Nice,Yes,B07X2KLKRZ,Not Deleted,Shadow Black,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R1QL4BX2RJ2CQ9,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AHB672LYWXF3YPKOHX4E5MVSUNEQ,Ashok Kumar,AHB672LYWXF3YPKOHX4E5MVSUNEQ,Buy it,Good condition,Yes,B07X3P11YY,Not Deleted,Shadow Black,8+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R34PKUQOAK2JBU,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AF225PVJJJG3FAYIJAI6TOWGJIVQ,Ravinder Singh,AF225PVJJJG3FAYIJAI6TOWGJIVQ,All over nic phone,All nic,Yes,B07X2KLYSF,Not Deleted,Electric Blue,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R20MMY9HDKRR4L,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AH2VMHPWOIASQKKY6W4FBNMH2EHQ,JAY KISHAN BYAHUT,AH2VMHPWOIASQKKY6W4FBNMH2EHQ,Osom mobile,Super mobail I like it,Yes,B07X1KT6LW,Not Deleted,Halo White,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R21V0BNQ03HX7E,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AF3FIE3PLA4SD2HARN3FBCSLBNHQ,Nainaarora,AF3FIE3PLA4SD2HARN3FBCSLBNHQ,Value for money,It is value for money,Yes,B07X3P11YY,Not Deleted,Shadow Black,8+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R151CDHSY8RJM3,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGM5RD7EHUJXAM4OJQ7EPIPFK5UA,Amol kharote,AGM5RD7EHUJXAM4OJQ7EPIPFK5UA,Fabulous,Best mobile i saw ever,Yes,B07X4PXKZQ,Not Deleted,Gamma Green,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R3DCEIHQZIETZD,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AFMGIEHWPTJYXKBPB2BMV7F2F26Q,Psyrus P.,AFMGIEHWPTJYXKBPB2BMV7F2F26Q,Good phone.,Good phone in mid budget range.,Yes,B07X3P1N3Q,Not Deleted,Electric Blue,8+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R2JXP2RVO8HJSR,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AFAAQGNRLJ2IT6DEZJVJY3SMG7IQ,moazzam,AFAAQGNRLJ2IT6DEZJVJY3SMG7IQ,Nice product,Product is very good,Yes,B07X1KSLBV,Not Deleted,Gamma Green,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R1ZZH51Y3LYHQ2,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AHCBMVKBW6YUJGQXTG5RR5D6USRA,Md Ammar,AHCBMVKBW6YUJGQXTG5RR5D6USRA,Love the Phone ❤❤,Just waw 😘😘,Yes,B07X4PKGSN,Not Deleted,Halo White,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/RIXAZ569SAHFG,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AH4G4UYBCRPOABBJQSBE32SD3ECA,charan,AH4G4UYBCRPOABBJQSBE32SD3ECA,Best value phone,Best quality and best value phone,Yes,B07X3P1N3Q,Not Deleted,Electric Blue,8+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/RMDTNF10QZ4M,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AFUBALSHNLZ46NT6D76N4BUDTIYQ,Pratik Variya,AFUBALSHNLZ46NT6D76N4BUDTIYQ,MI is always good at all,Dont forget to check out this product first...,Yes,B07X4PKGSN,Not Deleted,Halo White,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/RHYZH644YE1LA,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGS3QJOVIAHWUHQYVH6B34AZAPOQ,rajesh,AGS3QJOVIAHWUHQYVH6B34AZAPOQ,Nice phone,Very nice phone,Yes,B07X1KSLBV,Not Deleted,Gamma Green,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R2G5VY92TSRQJD,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AFHZBUU2IQ3E4726TPMMI7BMRYEQ,Dharmendra,AFHZBUU2IQ3E4726TPMMI7BMRYEQ,Awesome things happens with MI,Killer in the Range..,Yes,B07X4PXKZQ,Not Deleted,Gamma Green,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R3LG942IUO7BFG,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AFGPOODDEQMTKHIZGYOICNF5HFPA,satish,AFGPOODDEQMTKHIZGYOICNF5HFPA,fyl,fyi,Yes,B07X4PXKZQ,Not Deleted,Gamma Green,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R8XBMZ223X2XX,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AFVTZPUBCMVLMSWCJWP3OET6WBYA,Yogit,AFVTZPUBCMVLMSWCJWP3OET6WBYA,Best smartphone,Best smartphone,Yes,B07X4PKGSN,Not Deleted,Halo White,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R127UG97EI7ADJ,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AHOTO3IG6K6TEA3I2E6VMSHOMWVA,KANNAN,AHOTO3IG6K6TEA3I2E6VMSHOMWVA,Awesome,Awesome,Yes,B07X1KSLBV,Not Deleted,Gamma Green,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R1RBN7CDWGFLDT,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AF6MKZL5KHYKLLVU464ZYIHHR6OQ,Sundar Raman,AF6MKZL5KHYKLLVU464ZYIHHR6OQ,Good,Good,Yes,B07X2KLKRZ,Not Deleted,Shadow Black,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R6NXF0WONO159,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AFCCU2APRDCVZVJWRJCTSHKTCIMA,Mahi,AFCCU2APRDCVZVJWRJCTSHKTCIMA,Good phone,Good phone. I love it.,Yes,B07X2KLKRZ,Not Deleted,Shadow Black,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R19NSJCIP5UBQ3,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGAPYEBJSBSMYXFOOS454WSEKO5A,Sachin Ray,AGAPYEBJSBSMYXFOOS454WSEKO5A,6 Months Reviews unbiased,"Awesome device ..... I'm lovin it. It's been more than 6 months I'm using it but still it feels like a new device.
Gaming -
Some Heating Issues are faced during Gaming but thanks to liquid cooling 😌😌, It helps to cool down very soon.
Processor -
When I was purchasing it, a was having a lil bit of doubt but G90T is very good at the price of 15k. It never felt me feel any type of lag in my device.
🔋 Battery 🔋 -
Can't say much about it 🤔🤔 but still it is nice. It easily last long for more than a day if there is no hard usage. But Battery Drainage increases while playing PUBG. But thanks to Fast Charging 😌😌. Fast Charging works well
Camera -
Camera specifications are the best, say like a flagship device but the software need optimisation.",Yes,B07X4PXKZQ,Not Deleted,Gamma Green,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/RQF7T8ZQOC9R9,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AFXMFN7U6VXBQQ2UQDLFISSQKHTA,Veshant Garg,AFXMFN7U6VXBQQ2UQDLFISSQKHTA,Beast😻😻,"Redmi note 8 pro is just an awesome piece of work. The Specs at this price is just awesome.
The camera clicks awesome pics that are of very high quality.
This phone is also awesome for gaming. If you are an hardcore pubg fan this just an awesome phone for you at this price point",Yes,B07X4PKGSN,Not Deleted,Halo White,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R1JKFN6P7EKKFW,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AH7RVQPLQMXG23FZTXHQY6U6K76A,Sanjay Rajadhyaksha,AH7RVQPLQMXG23FZTXHQY6U6K76A,"Excellent product by Redmi, Worth buying","I having using this since last about two weeks, found it to extremely good, far superior to my earlier Samsung M30. Battery lasts for almost 2 to 2.5 days, for me atleast as I do not play games. Both cameras are pretty decent, finger print scanner works fine. Only down side is that it is slightly on the heavier side, which is fine for me. All in all an excellent product from Redmi. Worth buying.",Yes,B07X3NZZJ1,Not Deleted,Shadow Black,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R37KMOTLDLGL6J,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AEKXO3HFVT7TPFFKLBULDNI4NMSA,sunilsamudrala,AEKXO3HFVT7TPFFKLBULDNI4NMSA,Super,Nice,Yes,B07X2KLKRZ,Not Deleted,Shadow Black,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R375H105JHQCIX,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGAGVVHBRKRPLK5BXBMZIFOGSY6Q,Yogendra yadav,AGAGVVHBRKRPLK5BXBMZIFOGSY6Q,Good not great deal,It good but some suspens,Yes,B07X2KLYSF,Not Deleted,Electric Blue,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R3HYEJUO3AIB72,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AE7MABL4EOGLKQMPRMNKXELTJPDA,Milan v.,AE7MABL4EOGLKQMPRMNKXELTJPDA,Super,"I love note 8 pro , it is very smooth & stylish look, super gorilla glass for use mobile.",Yes,B07X4PXKZQ,Not Deleted,Gamma Green,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R35I4UNPRS1TBX,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGQ2JGMHVEGNTKJSVNV5MGSC67YQ,Nitin,AGQ2JGMHVEGNTKJSVNV5MGSC67YQ,No any issues for ignore product,Nice product,Yes,B07X1KT6LW,Not Deleted,Halo White,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R2G61YX8HXCHTY,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AETGLH4FOXZ5S2SANMZG4JQZJB3Q,Nandan Kumar,AETGLH4FOXZ5S2SANMZG4JQZJB3Q,Perfect💯✨,Best phone in low cost,Yes,B07X4PXKZQ,Not Deleted,Gamma Green,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R66T8676UNDGO,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AE63DUDH3STYLSDVMJEOMDUOABZA,SUDIPTA DAM,AE63DUDH3STYLSDVMJEOMDUOABZA,nice,nice,Yes,B07X3P11YY,Not Deleted,Shadow Black,8+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R16LGU00GK8NJY,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AF2M3CMHGAZYKDCBNKMIJZVBKKJQ,Akhila,AF2M3CMHGAZYKDCBNKMIJZVBKKJQ,Good product,Very nice product,Yes,B07X1KT6LW,Not Deleted,Halo White,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R3UQ5K6F5JQT90,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AFSQBDTF4ROMUVFIK6XAO2IYIP4Q,Shivani D.,AFSQBDTF4ROMUVFIK6XAO2IYIP4Q,This sexy phone,Phone is quite good.,Yes,B07X1KT6LW,Not Deleted,Halo White,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R8NZ9WRLSNACO,5,11-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AEI7EHGI3775THAM2PEVSHLQURFQ,Swati kondekar,AEI7EHGI3775THAM2PEVSHLQURFQ,Good product,Value for money,Yes,B07X3P11YY,Not Deleted,Shadow Black,8+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R1D9BAA5KI4T00,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AEE36ELM4KAE3DKBVXNXHM4FICDA,SAURAV,AEE36ELM4KAE3DKBVXNXHM4FICDA,Nice,Nice,Yes,B07X1KSLBV,Not Deleted,Gamma Green,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/RJC31B71FE5V,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AG3OXS7LPWP3RBYRXG3YESP2JQZA,Narendra kumar,AG3OXS7LPWP3RBYRXG3YESP2JQZA,Good,Good hl,Yes,B07X4PXKZQ,Not Deleted,Gamma Green,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R2U1KTKK4G1MY7,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AETSPQGYEXAKVAOKVDUQ7NCHTZXQ,Abhinandan Pal,AETSPQGYEXAKVAOKVDUQ7NCHTZXQ,Great phone,Great phone at best price but it is not stock Android phone. It have Alexa but the response is slow.,Yes,B07X4R4F47,Not Deleted,Electric Blue,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R3SM3A3RDAE9E8,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AERQFABDTWVW7QGQUFXOU56SBMHA,Dharmananda Gogoi,AERQFABDTWVW7QGQUFXOU56SBMHA,Good,Good,Yes,B07X1KSLBV,Not Deleted,Gamma Green,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R2ZCJBSTJFPSWI,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AH27XWLM72Q6YRDHBPBYNCACJXKQ,jagdish kumar singh,AH27XWLM72Q6YRDHBPBYNCACJXKQ,Very good phone,Very good phone.charging time is very low. Camera quality is also good.,Yes,B07X4R4F47,Not Deleted,Electric Blue,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R11ADGYFB0TY29,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AEOOHJTMXSX5XOYBUJOA2DMRC5YA,Satyendra,AEOOHJTMXSX5XOYBUJOA2DMRC5YA,Cemara,Tabad set h,Yes,B07X2KLKRZ,Not Deleted,Shadow Black,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R2FK4WMFEDGR69,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AEJBCUUKSWWN2CIOMTMOXYMSWGPQ,Amazon Customer,AEJBCUUKSWWN2CIOMTMOXYMSWGPQ,Good camera phone,"Great value for money.
I have purchased only for camera purpose, it fullfill my expectations.
64 mp camera
4k 30 fps
FHD 30/60/120 fps
720p 240 fps
Cons.
Night mode is not upto the mark
Wide angle camera quality is poor
Video stabilization is not so good",Yes,B07X4PKGSN,Not Deleted,Halo White,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R19O3PA3UPS0IC,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGKEPMZLR2DQ7EVS5SLRVIKRU7XQ,shubham,AGKEPMZLR2DQ7EVS5SLRVIKRU7XQ,Give a try,Good,Yes,B07X3P11YY,Not Deleted,Shadow Black,8+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R2MIJ91E8QT23O,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AF62RYYETAWBVJZHSQ4YQRMHBSDA,samyuktha,AF62RYYETAWBVJZHSQ4YQRMHBSDA,Excellent thank you so much for this product,Everything is great and worth,Yes,B07X1KSLBV,Not Deleted,Gamma Green,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R3G6U5PFQXCHAH,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGZRMCPQ3F3VOPRSEGNDSKWAP6DQ,Ankit S.,AGZRMCPQ3F3VOPRSEGNDSKWAP6DQ,👌,Nice phone. Good battery backup and picture quality,Yes,B07X1KSLBV,Not Deleted,Gamma Green,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R36W0FRME9GT86,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGIQEALBIXVA4SIKNRY3GI227FZA,Amazon Customer,AGIQEALBIXVA4SIKNRY3GI227FZA,Nice,Camera and battery good,Yes,B07X2KLYSF,Not Deleted,Electric Blue,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/RY2WPB95ZLNSH,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AHLF4NLU2CCBP5EYMPKOVUADTIDA,Prathvik Saldanha,AHLF4NLU2CCBP5EYMPKOVUADTIDA,Best Camera mobile in the market,Best mobile you can afford for ₹16000. Camera quality is in next level . Lot of features and nice battery back up. Just loved it.,Yes,B07X4R4F47,Not Deleted,Electric Blue,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R2U6ZRKUP4MTPD,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AE4VRUUYABM6KLAXEPXMEZRE4FUQ,Ayan Chatterjee,AE4VRUUYABM6KLAXEPXMEZRE4FUQ,Fantabulous,Just awesome,Yes,B07X3P11YY,Not Deleted,Shadow Black,8+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R3BCIV6M2ECZQQ,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AFY7F5YLEJPG64GPHEVZ3QCCUPPA,Amazon Customer,AFY7F5YLEJPG64GPHEVZ3QCCUPPA,Best budget phone,Best budget phone,Yes,B07X2KLKRZ,Not Deleted,Shadow Black,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R3H9L35XAF9GAV,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AEED2R45IGEVXHAWLNP25EADIQ3Q,Rahul,AEED2R45IGEVXHAWLNP25EADIQ3Q,Simply Awesome 👏✊👍,Awesomeness is at it's peak....highly recommended cellphone 👌👌,Yes,B07X1KSLBV,Not Deleted,Gamma Green,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R6UT24F5F6B3N,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGA4ELJQ2WJDT6V4CCFJXPSNHE7A,Anantha kannan,AGA4ELJQ2WJDT6V4CCFJXPSNHE7A,Wow,Excellent Phone,Yes,B07X4R4F47,Not Deleted,Electric Blue,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R2PPEE8PAK0LLU,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AHM5I472A6QPOTEJ3XDJ46HHESUA,Mili,AHM5I472A6QPOTEJ3XDJ46HHESUA,It's a great phone.,Great phone.,Yes,B07X2KLYSF,Not Deleted,Electric Blue,6+64GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R3SOEDHKDZPXJ8,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGNYUPPBHUJFDYSNTOFXWIEYDXPQ,Jaykumar V,AGNYUPPBHUJFDYSNTOFXWIEYDXPQ,Good,Good,Yes,B07X4R4F47,Not Deleted,Electric Blue,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R3NPHAFAWL0WI5,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AEWA6CUQGGJYEYMZFLCFEJORRZZA,ranjith kumar,AEWA6CUQGGJYEYMZFLCFEJORRZZA,Very good,Very good product,Yes,B07X1KSLBV,Not Deleted,Gamma Green,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R1JFPAKBKUBY4A,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AGZGXAXWKZ55OEHBS5RX25UGL4CA,ajeeshalath,AGZGXAXWKZ55OEHBS5RX25UGL4CA,Great,Good one,Yes,B07X2KLKRZ,Not Deleted,Shadow Black,6+128GB
Default Category,No Custom Name,B07X1KSLBV,IN,"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 128GB Storage with Helio G90T Processor)",https://www.amazon.in/gp/review/R36CM2P7S9MMSK,5,10-03-2020,https://www.amazon.in/gp/profile/amzn1.account.AFQYBM46CLQLHJ4OBYC233LIGLKA,Amit,AFQYBM46CLQLHJ4OBYC233LIGLKA,Ok,Ok,Yes,B07X4R4F47,Not Deleted,Electric Blue,6+128GB
